id,name,external_id,state,country,mw,mwh,status,date_first_heard,start_construction,start_operation,start_estimated,owner,is_megapack,is_tesla,lat,long,coords_hint,has_user_data,project_website,link1,link2,link3,link4
1395,Orana BESS,,new south wales,australia,415,1660,planning,2024-07-15,,,2026,Akaysha Energy,True,True,-32.527608,148.958942,2,True,,https://x.com/SawyerMerritt/status/1812687836887281794,https://akayshaenergy.com/news/akaysha-energy-secures-largest-bess-financing-globally-at-650-million,,
1396,Limondale,,new south wales,australia,50,400,planning,2024-05-28,,,2025Q4,RWE,True,True,-34.774873,143.526866,2,True,,https://x.com/SawyerMerritt/status/1795348622864945179,https://reneweconomy.com.au/germany-energy-giant-presses-go-on-australias-first-eight-hour-big-battery/,,
1397,Glenbrook,,,new zealand,100,200,planning,2024-06-30,,,2026Q1,Contact Energy,True,True,-37.203762,174.734204,2,True,,https://x.com/SawyerMerritt/status/1807635731197702615,https://www.nzherald.co.nz/business/glenbrook-to-get-big-grid-scale-battery-as-contact-teams-up-with-tesla/5KULSHHUVFEWFBSXYU3G42ONEE/,https://www.pv-magazine-australia.com/2024/07/10/contact-teams-with-tesla-on-200-mwh-battery-for-nz/,
1398,Melbourne Renewable Energy Hub (MREH),,victoria,australia,600,1600,construction,,2023-11-01,,2025,Equis Australia,True,True,-37.662505,144.735229,2,True,https://energyinfrastructureaustralia.com/equis/mreh,https://x.com/SawyerMerritt/status/1789375399815704925,https://www.energy-storage.news/victorias-sec-equis-australia-au400-million-nem-first-4-hour-battery-storage-project/,,
1399,Stanwell,,queensland,australia,300,1200,construction,2024-05-09,2024-08-12,,2027,state of queensland,True,True,-23.515484,150.322479,2,True,,https://www.energy-storage.news/queensland-to-build-1200mwh-publicly-owned-battery-storage-asset-at-stanwell-coal-power-station/,https://x.com/SawyerMerritt/status/1788386533281579269,https://x.com/SawyerMerritt/status/1823097802433462495,
1476,Chevire,,,france,100,200,planning,2024-07-22,,,2025Q4,Harmony Energy,True,True,47.295351,-2.169911,3,True,,https://x.com/Tesla_Megapack/status/1815413445715792277,https://www.pv-magazine.com/2024/07/23/harmony-energy-to-build-frances-largest-battery-storage-project/,,
1477,Radian,,texas,usa,160,320,construction,2024-07-18,,,2024-12,,True,True,31.5481,-99.1872,2,True,,https://www.gem.wiki/Radian_solar_farm,https://www.intersectpower.com/press-releases/tesla-provides-intersect-power-with-15-3-gwh-of-megapacks-for-solar-storage-projects/,https://www.powerprogress.com/news/tesla-supplies-bess-megapacks-to-intersect-power/8038321.article,
1478,Lumina I,,texas,usa,160,320,construction,2024-07-18,,,2024-12,,True,True,32.9011,-100.9827,2,True,,https://www.gem.wiki/Lumina_Solar_Project,https://www.intersectpower.com/press-releases/tesla-provides-intersect-power-with-15-3-gwh-of-megapacks-for-solar-storage-projects/,https://www.powerprogress.com/news/tesla-supplies-bess-megapacks-to-intersect-power/8038321.article,
1479,Lumina II,,texas,usa,160,320,construction,2024-07-18,,,2024-12,,True,True,32.8835,-100.7464,2,True,,https://www.gem.wiki/Lumina_Solar_Project,https://www.intersectpower.com/press-releases/tesla-provides-intersect-power-with-15-3-gwh-of-megapacks-for-solar-storage-projects/,https://www.powerprogress.com/news/tesla-supplies-bess-megapacks-to-intersect-power/8038321.article,
1480,Koorangie energy storage system (KESS),,victoria,australia,185,370,construction,2023-11-01,2024-07-25,,2025,sosteneo,True,True,-35.727072,143.752267,2,True,https://edifyenergy.com/project/koorangie-energy-storage-system/,https://www.pv-magazine-australia.com/2024/07/25/koorangie-storage-facility-hits-milestone-with-delivery-of-100-tesla-megapacks/,https://www.smart-energy.com/regional-news/australia-new-zealand/shell-backed-koorangie-battery-project-completes-financing/,,
1509,Western Downs Battery (phase 2),,queensland,australia,270,540,planning,2024-08-27,,,2026,Neoen,True,True,-26.976,150.666,2,True,https://westerndownsgreenpowerhub.com.au/,https://reneweconomy.com.au/queenslands-biggest-battery-to-double-in-size-after-agl-signs-virtual-contract,https://neoen.com/en/news/2024/neoen-to-build-stage-2-of-western-downs-battery-after-signing-a-200-mw-virtual-battery-contract-with-agl-energy/,,
1510,Robins BESS,,georgia,usa,128,512,planning,2024-08-29,,,2026,Georgia Power,True,True,32.662531,-83.613538,3,True,,https://www.world-energy.org/article/44398.html,,,
1511,Moody BESS,,georgia,usa,49,198,planning,2024-08-29,,,2026,Georgia Power,True,True,30.851636,-83.255266,3,True,,https://www.world-energy.org/article/44398.html,,,
1512,Hammond BESS,,georgia,usa,57,230,planning,2024-08-29,,,2026,Georgia Power,True,True,34.25055,-85.34292,2,True,,https://www.world-energy.org/article/44398.html,,,
1513,McGrau Ford Phase II,,georgia,usa,265,1060,planning,2024-08-29,,,2026,Georgia Power,True,True,34.329369,-84.336195,3,True,,https://www.world-energy.org/article/44398.html,,,
