Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),CfD Allocation Round,Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,lat,long,status,mw
,9695,24/03/2022,RNA Energy Limited,St Ippolyts - Solar Farm & Battery Storage,Battery,Co-located with RE,9694,12.5,No,,,,,,,,,Planning Application Submitted,Application Submitted,,2113,"Opp Wymondley Grid Station & To The S/O Sperberry Hill, St Ippolyts, Hitchin",Hertfordshire,Eastern,England,SG4 7JR,520628,226385,North Hertfordshire District Council,22/00709/FP,,,,,,13/03/2022,,,,,,,,,,,,,,,51.922927,-0.247274,planning,12
,9696,14/02/2022,Zenobe Energy,Kilmarnock South Substation - Battery storage,Battery,Stand-alone Storage,,300,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Kilmarnock South Substation Treeswoodhead Road ,Strathclyde,Scotland,Scotland,KA1 5JP,244549,634377,Scottish Government (S36),ECU00003435,,,,,,01/04/2022,,,,,,,,,,,,,,,55.578171,-4.46746,planning,300
,9708,07/04/2022,British Solar Renewables,Tanners Lane -  Battery Energy Storage Facility (Phase One),Battery,Stand-alone Storage,,40,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Newlands Farm Tanners Lane Fareham,Hampshire,South East,England,PO14 1BL,457168,103930,Fareham Borough Council,P/19/1019/FP,,,,,,02/09/2019,,,,,,,26/11/2019,,,,26/11/2022,,,,50.832089,-1.189601,planning,40
,9723,07/11/2022,Zenobe Energy Limited,Blackhillock Electricity Substation - Battery Energy Storage System,Battery,Stand-alone Storage,,300,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"400m SE/O Blackhillock Electricity Substation, Keith",Moray,Scotland,Scotland,AB55 5NY,343341,847976,Scottish Government (S36),ECU00003404,,,,,,23/12/2021,,,,,,,30/09/2022,,,,30/09/2027,,,,57.518394,-2.947527,planning,300
,9762,18/08/2022,Roc Noir Limited,"North Walpole, St Peter - Battery Energy Storage",Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,SE Down Track From Westmoor West Drove North Walpole St Peter Wisbech Norfolk,Cambridgeshire,Eastern,England,PE14 7HU,550103,315873,King's Lynn and West Norfolk Borough Council,21/01803/FM ,,,,,,29/09/2021,,,,,,,10/06/2022,,,,10/06/2025,,,,52.71969,0.220937,planning,100
,9763,15/08/2022,Riverside Estates (NW) Limited,Cholmondeley Road - Battery Storage,Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,The South East Of Junction Between Weaver View And Cholmondeley Road Runcorn,Cheshire,North West,England,WA7 4XU,352465,379877,Halton Borough Council,21/00565/FUL,,,,,,29/09/2021,,,,,,,10/08/2022,,,,10/08/2025,,,,53.313681,-2.714938,planning,100
,9774,07/10/2021,Pivot Power,Slough Road - Battery Storage,Battery,Stand-alone Storage,,57,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Northern Part Of Former Woodlands Park Landfill Site, S/o Slough Road, Iver Heath, Iver",Buckinghamshire,South East,England,SL0 0EA,503617,183197,South Bucks District Council,PL/21/3644/FA,,,,,,29/09/2021,,,,,,,,,,,,,,,51.538174,-0.507385,planning,57
,9848,26/10/2021,Centrica Plc,"Scawby Brook, Brigg - Battery Storage",Battery,Stand-alone Storage,,99,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Power Station Access Roads To Power Station, Scawby Brook Brigg",North Lincolnshire,Yorkshire and Humber,England,DN20 9LT,499120,405967,North Lincolnshire Council,PA/2021/1288,,,,,,15/07/2021,,,,,,,09/09/2021,,,,,,,,53.541003,-0.505732,planning,99
,9910,11/11/2021,Green Frog Power 214 Limited,"Ipswich Road, Cardiff - Battery Storage ",Battery,Stand-alone Storage,,50,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"First Choice Accident Repair, Ipswich Road, Penylan, Cardiff",South Glamorgan,Wales,Wales,CF23 9AQ,320581,178383,City of Cardiff Council,21/02369/MNR,,,,,,05/10/2021,,,,,,,,,,,,,,,51.498785,-3.145501,planning,50
,9913,01/11/2022,Pathfinder Clean Energy UK Dev Limited,"Wissett Solar Farm, Wissett - Battery Storage",Battery,Co-located with RE,9912,10,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"UKZ139 BC Wissett Solar Farm, Grays Lane,  Wissett  ",Suffolk,Eastern,England,IP19 0RA,637428,278503,Waveney District Council,DC/22/3313/FUL,,,,,,28/09/2022,,,,,,,,,,,,,,,52.353137,1.485016,planning,10
,9940,22/11/2022,Renewable Energy System Limited,Drum Farm - Battery Energy Storage System,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Drum Farm, Keith",Grampian,Scotland,Scotland,AB55 5NP,344439,850697,Moray Council,22/00715/APP,,,,,,12/05/2022,,,,,,,27/10/2022,,,,27/10/2027,,,,57.542968,-2.929822,planning,49
,9957,18/11/2021,ScottishPower Renewables (UK) Limited,Douglas West Wind Farm (extension),Battery,Co-located with RE,6826,20,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Douglas West and Dalquhandy, F, Lesmahagow, Site West of Junction 11 of M7, Lanark,",Strathclyde,Scotland,Scotland,ML11 0NN,280968,634257,Scottish Government (S36),ECU00001836,,,,,,12/04/2019,,,,,,,18/11/2021,,,,18/11/2024,,,,55.587358,-3.890104,planning,20
,9970,28/11/2022,Vox Energy Limited,"Barlow Road, Barlow - Battery Storage",Battery,Stand-alone Storage,,50,No,,,,,,,,,Revised,Revised,12734,,Home Farm Barlow Road Barlow ,North Yorkshire,Yorkshire and Humber,England,YO8 8FX ,462213,431171,Selby District Council,2021/1154/FUL ,,,,,,08/11/2021,18/10/2022,,,,,,,,,,,,,,53.773171,-1.057521,planning,50
,9997,12/07/2022,Gresham House,Pleasance Road - Battery Energy Facility,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,7217, 130 Metres South East Of Coupar Angus Substation Pleasance Road Coupar ,Tayside,Scotland,Scotland,PH13 9LZ,321803,739631,Perth & Kinross Council,22/00195/FLM,,,,,,25/02/2022,,,,,,,01/06/2022,,,,01/06/2025,,,,56.542146,-3.273271,planning,49
,9998,24/11/2021,Clearstone Energy Limited,Sundon Sub Station Battery Storage Facility,Battery,Stand-alone Storage,,50,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Sundon Sub-Station, Chalton, Luton",Bedfordshire,Eastern,England,LU4 9UQ,502897,226915,Central Bedfordshire Council,CB/21/02107/FULL,,,,,,11/05/2021,,,,,,,10/11/2021,,,,10/11/2024,,,,51.931246,-0.504851,planning,50
,10012,18/08/2022,Flexion Energy UK Storage Limited,"Mount Road, Castle Gresley - Battery Storage Facility",Battery,Stand-alone Storage,,20,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Mount Road Castle Gresley,South Derbyshire,East Midlands,England,DE11 9ES,427582,317912,South Derbyshire District Council,DMPA/2021/1698,,,,,,04/11/2021,,,,,,,17/07/2022,,,,17/07/2025,,,,52.758117,-1.592736,planning,20
,10013,24/06/2022,C&S Energy Limited,Cellarhead - Battery Site,Battery,Stand-alone Storage,,349,No,,,,,,,,,Revised,Revised,12179,,"Adj Cellarhead Substation, Rownall Road, Wetley Rocks, Stoke on Trent",Staffordshire,West Midlands,England,ST9 0BT,394902,349541,Staffordshire Moorlands District Council,SMD/2021/0695,,,,,,03/11/2021,,21/06/2022,,,,,,,,,,,,,53.043113,-2.077489,planning,349
,10022,29/11/2021,SSE Enterprise Contracting,Kirkhaw Lane - Battery Storage Energy,Battery,Stand-alone Storage,,150,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,9115,"Ferrybridge Power Station, Kirkhaw Lane, Knottingley",West Yorkshire,Yorkshire and Humber,England,WF11 8RB ,447872,425208,Wakefield Metropolitan District Council,21/02758/CPL,,,,,,11/11/2021,,,,,,,20/12/2021,,,,,,,,53.721092,-1.276017,planning,150
,10039,04/03/2022,Intelligent Land Investments Group plc,"Electricity Sub Station, Strichen - Battery Storage Facility",Battery,Stand-alone Storage,,50,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Adj Electricity Sub Station Strichen ,Aberdeenshire ,Scotland,Scotland,AB43 6RH ,396216,855450,Aberdeenshire Council,APP/2021/2556 ,,,,,,19/11/2021,,,,,,,01/03/2022,,,,01/03/2025,,,,57.58907,-2.06495,planning,50
,10047,13/12/2022,Energi Generation 12 Limited,"Caton Road, Lancaster -  Battery Storage Facility",Battery,Stand-alone Storage,,25,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,The North East Of Kidds Transport Limited Caton Road Lancaster ,Lancashire ,North West,England,LA1 3PE ,348600,463880,Lancaster City Council,21/01351/FUL,,,,,,19/11/2021,,,,,,,07/12/2022,,,,07/12/2027,,,,54.068278,-2.786902,planning,25
,10058,08/02/2022,Renewable Connections Ltd / Pivot Power,St Dennis - Battery Energy Storage,Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Indian Queens Sub-Station B3279 From Gaverigan To Carne Hill St Dennis, St Austell",Cornwall,South West,England,PL26 8BY,194320,58565,Cornwall Council,PA21/10827,,,,,,25/11/2021,,,,,,,02/02/2022,,,,02/02/2025,,,,50.390904,-4.894964,planning,100
,10076,26/09/2022,Arlington Energy Limited Avery Energy,Park Road Battery Storage,Battery,Stand-alone Storage,,10,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Park Road, Bacup",Lancashire,North West,England,OL13 0BW,386685,422131,Rossendale Borough Council,2021/0456,,,,,,29/07/2021,,,,,,,19/11/2021,,,,19/11/2024,,,,53.695448,-2.203131,planning,10
,10081,11/02/2022,Sembcorp Utilities UK Limited,"Greystones Road, Grangetown - Battery Energy Storage System",Battery,Stand-alone Storage,,360,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Wilton Internationaln Off A1053 Greystones Roadn Grangetown,Cleveland,North East,England,TS6 8JH,456370,520069,Redcar and Cleveland Borough Council,R/2021/0888/CL,,,,,,29/10/2021,,,,,,,17/12/2021,,,,,,,,54.572705,-1.129556,planning,360
,10142,19/01/2022,Immersa,Hook Street - Energy Storage Compound,Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Sanigar Farm, Hook Street, Berkeley ",Gloucestershire,South West,England,GL13 9TQ,367822,200054,Stroud District Council,S.21/3064/FUL ,,,,,,24/12/2021,,,,,,,,,,,,,,,51.698302,-2.466985,planning,100
,10145,04/03/2022,Walker & Son (Hauliers) Limited / Vox Energy Limited,Kirkhaw Lane - Battery Storage,Battery,Stand-alone Storage,,32,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,8430,Industrial Pallet & Transport Services Kirkhaw Lane Knottingley  ,West Yorkshire,Yorkshire and Humber,England,WF11 8RD,447906,424832,Wakefield Metropolitan District Council,21/02937/FUL,,,,,,12/01/2022,,,,,,,28/02/2022,,,,28/02/2025,,,,53.717709,-1.27556,planning,32
,10162,06/10/2022,Statkraft UK Limited,Ochiltree - Battery Sorage,Battery,Stand-alone Storage,,19.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Electricity Substation A70 From B730 To U74 Bardarroch Ochiltree ,East Ayrshire,Scotland,Scotland,KA18,256745,620201,East Ayrshire Council,21/0748/PP,,,,,,22/11/2021,,,,,,,05/10/2022,,,,05/10/2022,,,,55.454634,-4.266842,planning,19
,10163,24/12/2021,Fleet BESS Limited & SSE Energy Solutions Limited,"Penn Croft Farm, Crondall - Battery Energy Storage Facility",Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Application Submitted,Application Submitted,,, Penn Croft Farm Penn Croft Crondall Farnham ,Surrey,South East,England,GU10 5PX ,477520,149250,Hart District Council,21/02937/FUL,,,,,,16/12/2021,,,,,,,,,,,,,,,51.237175,-0.890978,planning,100
,10173,28/12/2021,Intergen Limited,Spalding Energy Park - Battery Storage,Battery,Stand-alone Storage,,550,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Spalding Power Station West Marsh Road Spalding,Lincolnshire,East Midlands,England,PE11 2BB,525801,324553,South Holland District Council,H16-1327-21,,,,,,21/12/2021,,,,,,,,,,,,,,,52.803869,-0.135314,planning,550
,10186,30/12/2021,Elgin Energy ES Co Limited,"The Transmitting Station, Williton - Battery Storage",Battery,Co-located with RE,10105,20,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"N/O the Transmitting Station, Washford, Williton",Somerset,South West,England,TA23 0JD,305879,142591,West Somerset District Council,3/39/21/028,,,,,,23/12/2021,,,,,,,,,,,,,,,51.174783,-3.347768,planning,20
,10222,28/02/2022,Fraserburgh Energy Limited,A981 Fraserburgh - Battery Energy Storage,Battery,Stand-alone Storage,,25,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,E/O A981 Fraserburgh,Aberdeenshire,Scotland,Scotland,AB43 8TT,398529,864614,Aberdeenshire Council,APP/2021/2855,,,,,,23/12/2021,,,,,,,21/02/2022,,,,21/02/2025,,,,57.671398,-2.026323,planning,25
,10225,14/12/2022,Whirlwind Energy Storage Limited,Stainland Energy Storage Project,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,E/O The A9 N/O  Upper Geiselittle Thurso ,Highland,Scotland,Scotland,KW14 8YH,312487,965579,Highlands Council,22/02054/FUL,,,,,,23/05/2022,,,,,,,04/11/2022,,,,04/11/2027,,,,58.5694,-3.506234,planning,49
,10226,29/09/2022,Statkraft UK Limited,"Hillcrest Cottage, Shebster - Battery Energy Storage System",Battery,Stand-alone Storage,,19.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"475M NW/O Hillcrest Cottage, Shebster ",Highland,Scotland,Scotland,KW14 7RA,302340,965086,Highlands Council,21/05467/FUL,,,,,,20/12/2021,,,,,,,22/08/2022,,,,22/08/2025,,,,58.562812,-3.680387,planning,19
,10236,15/08/2022,UK Battery Storage,Elland Storage Project,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Under Construction,Under Construction,,7053,"Land To South Of, Lowfields Way, Lowfields Business Park, Elland",West Yorkshire,Yorkshire and Humber,England,HX5 9DA,411689,421815,Calderdale Metropolitan Borough Council,20/01226/FUL,,,,,,14/10/2020,,,,,,,23/12/2020,,,,23/12/2023,01/08/2022,,,53.692652,-1.82446,construction,49
,10237,24/01/2022,Fred Olsen Renewables Ltd,Lethen Wind Farm  Wind Turbines and Energy Storage,Battery,Co-located with RE,8489,10,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Land 4700M NW Of Gamekeepers Cottage Nairn,Highland,Scotland,Scotland,IV12,293179,835745,Scottish Government (S36),ECU00002216,,,,,,21/01/2022,,,,,,,,,,,,,,,57.399518,-3.779239,planning,10
,10239,19/05/2022,Private Developer,Fordtown Energy Storage,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,7764,"Fordtown, Kintore, Inverurie, Grampian",Aberdeenshire,Scotland,Scotland,AB51 0XJ,377990,814576,Aberdeenshire Council,APP/2020/1673,,,,,,04/09/2020,,,,,,,24/02/2021,,,,24/02/2024,,,,57.221396,-2.366114,planning,49
,10246,22/12/2021,Scottishpower Renewables,Hollandmey Renewable Energy Development,Battery,Co-located with RE,8061,15,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Land At Hollandmey Farm And Ph, Phillips Mains, Mey, Thurso, ",Highland,Scotland,Scotland,KW14 8XH,329442,970342,Scottish Government (S36),ECU00003353,,,,,,19/11/2021,,,,,,,,,,,,,,,58.615252,-3.216312,planning,15
,10273,28/06/2021,JBM Solar Projects Limited,Doverdale - Solar Farm & Battery Storage,Battery,Co-located with RE,9233,49.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Northwest of Doverdale, Southall Lane, Doverdale, Worcester",Worcestershire,West Midlands,England,WR9 0QB,386074,266071,Wychavon District Council,21/01363/FUL,,,,,,22/06/2021,,,,,,,,,,,,,,,52.292591,-2.205603,planning,49
,10295,22/12/2021,RWE Generation UK Plc,Cheshire Power Station - Battery Storage Facility,Battery,Stand-alone Storage,,45,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Cheshire Power Station North Road, Ellesmere Port ",Cheshire,North West,England,CH65 1AG,339335,378235,Cheshire West and Chester Council,21/04501/FUL,,,,,,04/11/2021,,,,,,,,,,,,,,,53.29758,-2.911674,planning,45
,10302,01/11/2022,Lawford Power Limited,"Ardleigh Road, Little Bromley - Battery Energy Storage",Battery,Stand-alone Storage,,50,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Adj Lawford Grid Substation Ardleigh Road Little Bromley ,Essex,Eastern,England,CO11 2QB ,607553,228539,Tendring District Council,21/02070/FUL ,,,,,,15/12/2021,,,,,,,28/09/2022,,,,28/09/2025,,,,51.916682,1.016563,planning,50
,10309,17/12/2021,Intergen Limited,Gateway Energy Centre - Battery Energy Storage,Battery,Stand-alone Storage,,450,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,East 2 Baltic Avenue Stanford Le Hope  ,Essex,Eastern,England,SS17 9FF,573240,181970,Thurrock District Council,21/01971/FUL,,,,,,17/11/2021,,,,,,,,,,,,,,,51.510099,0.495058,planning,450
,10311,17/10/2022,Cambridge Power Limited / Pivot Power,Bullen Lane - Battery Storage,Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,S/O Bullen Lane,Suffolk,Eastern,England,IP8 4JD,612154,246630,Babergh and Mid Suffolk District Council,DC/21/05468,,,,,,05/10/2021,,,,,,,07/07/2022,,,,07/07/2025,,,,52.077364,1.094549,planning,100
,10390,17/10/2022,FPC Electric Land Limited,Stoke Lane - Battery Energy Storage,Battery,Stand-alone Storage,,130,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,N/O Stoke Lane Dunston ,Norfolk,Eastern,England,NR14 8QD,622270,301506,South Norfolk Council,2021/2645,,,,,,02/12/2021,,,,,,,09/09/2022,,,,09/09/2025,,,,52.565947,1.278153,planning,130
,10394,16/12/2021,Elgin Energy EsCo,Speyslaw Farm - Battery Storage,Battery,Stand-alone Storage,,19.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Speyslaw Farm,Grampian,Scotland,Scotland,IV30 8LX,328841,865529,Moray Council,21/01805/APP ,,,,,,10/12/2021,,,,,,,,,,,,,,,57.673978,-3.194697,planning,19
,10429,19/01/2022,Volta Energy Group,Netherlands Way - Battery Energy Facility,Battery,Stand-alone Storage,,80,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,7090,"Netherlands Way, Immingham, Grimsby",North East Lincolnshire,Yorkshire and Humber,England,DN41 8DF,520633,414150,North East Lincolnshire Council,DM/0762/21/FUL,,,,,,10/08/2021,,,,,,,06/01/2022,,,,06/01/2025,,,,53.610022,-0.178103,planning,80
,10432,21/01/2022,Green Frog Power 214 Limited,Plymouth Stor Generation - Battery storage,Battery,Stand-alone Storage,,20,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Plymouth Stor Generation, Faraday Road, Plymouth",Devon,South West,England,PL4 0ST,249857,54123,Plymouth City Council,21/00757/FUL,,,,,,23/04/2021,,,,,,,,,,,,,,,50.367803,-4.112536,planning,20
,10436,24/01/2022,Bluefield Sandbach Limited,"Former EON Power Station, Booth Lane - Battery Energy Storage System",Battery,Stand-alone Storage,,20,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Former Power Station, Booth Lane, Moston",Cheshire,North West,England,CW11 3PY,372933,363216,Cheshire East Council,21/6426C ,,,,,,04/01/2022,,,,,,,,,,,,,,,53.165369,-2.406314,planning,20
,10456,26/01/2022,Harmony Energy Storage,"Jamesfield Organic Centre, Phase 1",Battery,Stand-alone Storage,,30,No,,,,,,,,,Revised,Revised,10863,,"Land 140 Metres North East Of, Jamesfield Organic Centre, Newburgh, Cupar,",Perth and Kinross,Scotland,Scotland,KY14 6EW,320261,717467,Perth and Kinross Council,17/00951/FLL,,,,,,21/07/2017,,,,,,,18/09/2017,,,,,,,,56.342816,-3.291569,planning,30
,10466,11/11/2022,Intelligent Land Investments Group,Whitehill Energy Storage,Battery,Stand-alone Storage,,200,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Whitehill Farm, Coatbridge Road",Strathclyde,Scotland,Scotland,G69 8DT,260107,665646,Scottish Government (S36),ECU00004632,,,,,,10/10/2022,,,,,,,,,,,,,,,55.86363,-4.236884,planning,200
,10486,01/12/2022,Ridge Clean Energy Limited,"Newmarket Road, Bottisham -  Battery Energy Storage",Battery,Co-located with RE,10485,50,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Six Oaks Renewable Energy Park Newmarket Road Bottisham ,Cambridgeshire,Eastern,England,CB25 9BD,556060,260003,East Cambridgeshire District Council,22/01291/ESF,,,,,,18/11/2022,,,,,,,,,,,,,,,52.21614,0.282934,planning,50
,10488,28/01/2022,Pelagic Energy,"Dog Trap Lane, Minety - Battery Energy Storage Systems",Battery,Stand-alone Storage,,47.5,No,,,,,,,,,Revised,Revised,11810,,"Dog Trap Lane, Minety, Malmesbury",Wiltshire,South West,England,SN16 9PW,401600,190173,Wiltshire Council,PL/2022/00404,,,,,,17/01/2022,29/06/2022,,,,,,,,,,,,,,51.610387,-1.97829,planning,47
,10489,01/11/2022,Renewable Energy Systems Limited,"South Thinford Lane, Thinford - Energy Storage",Battery,Stand-alone Storage,,99.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"S/O Spennymoor Electricity Substation, South Thinford Lane, Thinford, Durham",County Durham,North East,England,DH6 5JX,428699,534511,Durham County Council,DM/22/00120/FPA,,,,,,19/01/2022,,,,,,,21/10/2022,,,,21/10/2025,,,,54.704808,-1.556153,planning,99
,10535,03/02/2022,Amp Energy,Hunterston Grid Services Complex - Energy Storage Facility,Battery,Stand-alone Storage,,400,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Campbelton Farm, Campbelton Road, West Kilbride",Ayrshire,Scotland,Scotland,KA23 9QF,219311,650973,Scottish Government (S36),ECU00003319,,,,,,11/08/2021,,,,,,,05/01/2022,,,,05/01/2027,,,,55.718396,-4.878195,planning,400
,10536,03/02/2022,Amp Energy,Kincardine Grid Services Complex - Energy Storage Facility,Battery,Stand-alone Storage,,400,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"N/O Kincardine Substation, Kincardine, Alloa",Clackmannanshire,Scotland,Scotland,FK10 4BJ,292841,688019,Scottish Government (S36),ECU00003326,,,,,,19/08/2021,,,,,,,05/01/2022,,,,05/01/2023,,,,56.072948,-3.723051,planning,400
,10540,03/02/2022,ScottishPower Renewables,Carrick Windfarm,Battery,Co-located with RE,7874,20,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Land within Carrick Forest, Kilmarnock",South Ayrshire,Scotland,Scotland,KA19,237500,597000,Scottish Government (S36),ECU00003392,,,,,,06/12/2021,,,,,,,,,,,,,,,55.240355,-4.557376,planning,20
,10607,25/10/2022,P & M Energy Limited,"Newburgh Road, Abernethy - Battery Storage ",Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,60 Metres North Of Abernethy Cemetery Newburgh Road Abernethy ,Fife,Scotland,Scotland,KY14 6EW,319852,718016,Perth and Kinross Council,22/00746/FLL,,,,,,11/05/2022,,,,,,,26/09/2022,,,,26/09/2025,,,,56.347678,-3.298351,planning,49
,10626,01/11/2022, TagEnergy ,Shaftesbury Energy Park - Battery Storage System,Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Hawkers Hill Farm Shaftesbury Road Motcombe,Dorset ,South West,England,SP7 9NP,385168,123811,North Dorset District Council,P/FUL/2022/06179,,,,,,12/10/2022,,,,,,,,,,,,,,,51.013484,-2.212803,planning,100
,10638,22/11/2022,Anesco Limited,Rothienorman - Battery Storage,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,1.5km To The North West Of Rothienorman ,Grampian,Scotland,Scotland,AB51 8GL,372086,836121,Aberdeenshire Council,APP/2022/1218,,,,,,09/06/2022,,,,,,,14/11/2022,,,,14/11/2025,,,,57.4146,-2.466323,planning,49
,10687,24/02/2022,Tribus Clean Energy,Model Farm,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,7609,"Model Farm, Frenchs Road, Walpole St. Andrew, Wisbech, ",Cambridgeshire,Eastern,England,PE14 7JF,548338,316760,King's Lynn and West Norfolk Borough Council,21/01715/FM,,,,,,31/08/2021,,,,,,,27/01/2022,,,,27/01/2025,,,,52.728144,0.195226,planning,49
,10690,14/06/2022,Pelagic Energy,"Broadgate, Chadderton - Battery Storage Containers",Battery,Stand-alone Storage,,20,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"The National Grid Station, Broadgate, Chadderton, Oldham",Lancashire,North West,England,OL9 9XB,389108,403957,Oldham Metropolitan Borough Council,FUL/348501/22,,,,,,14/02/2022,,,,,,,19/05/2022,,,,19/05/2025,,,,53.532153,-2.165793,planning,20
,10701,20/07/2022,Gigabox Energy Storage Limited,"Midmill, Kintore - Battery Energy Storage",Battery,Stand-alone Storage,,49,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Midmill Kintore Aberdeenshire ,Grampian,Scotland,Scotland,AB51 0XB,379477,813922,Aberdeenshire Council,APP/2022/0249,,,,,,17/02/2022,,,,,,,01/07/2022,,,,01/07/2025,,,,57.215591,-2.341436,planning,49
,10705,17/10/2022,Anglo Renewables Limited,"Penstone Lane, Penn 1 - Battery Storage Facility",Battery,Stand-alone Storage,,50,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Field At (Penn 1) Penstone Lane Lower Penn ,West Midlands,West Midlands,England,WV4 4XD,386107,295852,South Staffordshire Council,22/00044/FUL ,,,,,,18/02/2022,,,,,,,11/10/2022,,,,11/10/2025,,,,52.560322,-2.206367,planning,50
,10716,19/04/2022,R & S Energy Limited,"Waterswallows Road, Green Fairfield - Battery Storage Equipment",Battery,Stand-alone Storage,,16,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"STOR Facility, Waterswallows Road, Green Fairfield, Buxton",Derbyshire,East Midlands,England,SK17 7JB,408140,375081,High Peak Borough Council,HPK/2022/0047,,,,,,11/02/2022,,,,,,,08/04/2022,,,,08/04/2025,,,,53.272655,-1.8794,planning,16
,10733,17/10/2022,Anglo Renewables Limited,"Penstone Lane, Lower Penn 2 - Battery Storage",Battery,Stand-alone Storage,,50,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,(Penn 2) Penstone Lane Lower Penn ,West Midlands,West Midlands,England,WV4 4XD,386107,295848,South Staffordshire Council,22/00045/FUL ,,,,,,18/02/2022,,,,,,,29/09/2022,,,,29/09/2025,,,,52.560286,-2.206367,planning,50
